book_wikidata_id,title,author,year,n_pages,n_ratings,n_reviews,rating,summary
Q3208184,La Dentellière,Pascal Lainé,1999,179,167,9,3.14,"Certes c'était une fille des plus communes.<br />Pour Aimery, pour l'auteur de ces pages, pour la plupart des hommes, ce sont des êtres de rencontre, auxquels on s'attache un instant, seulement un instant, parce que la beauté, la paix qu'on y trouve ne sont pas de celles qu'on avait imaginées pour soi ; parc qu'elles ne sont pas où l'on s'attendait à les trouver. Et ce sont de pauvres filles. Elles savent elles-mêmes qu'elles sont de pauvres filles.<br /><br />Mais pauvres seulement de ce qu'on n'a pas voulu découvrir en elles. Quel homme n'a pas dans sa vie commis deux ou trois de ces crimes ? "". <br /><br />Ce roman, qui a obtenu le Prix Goncourt 1974, est le troisième de Pascal Lainé qui avait déjà publié B. comme Barabbas et l'Irrévolution, prix Médicis 1971."
Q3208710,The Woman in the Fifth,Douglas Kennedy,2007,432,3122,261,3.29,"<b>Harry Ricks is a man who has lost everything.</b><br /><br />A romantic mistake at the small American college where he used to teach has cost him his job and his marriage. And when the ensuing scandal threatens to completely destroy him, he flees to Paris.<br /><br />He arrives in the French captial in the bleak midwinter, and ends up having to work as a night guard to make ends meet. Then Margit, a beautiful, mysterious stranger, walks into his life. But their passionate and intense relationship triggers a string of inexplicable events, and soon Harry finds himself in a nightmare from which there is no easy escape."
Q3209669,La Guerre Des Boutons,Louis Pergaud,1972,141,2039,35,3.89,"Nella campagna francese la guerra, senza esclusione di colpi e di ridicolo, di due bande di ragazzini di due villaggi vicini. I vincitori di imboscate, trappole e battaglie tagliano e sottraggono implacabilmente tutti i bottoni dei loro sfortunati prigionieri."
Q3209703,La Guerre du feu,J.-H. Rosny aîné,2002,319,440,0,3.8,"Two rival warriors of a prehistoric tribe set off on a dangerous and distant search for fire, an element essential to tribal unity and leadership."
Q3210457,La Maladie de Sachs,Martin Winckler,2005,668,331,4,3.84,
Q321047,Abie's Irish Rose: A Novel,Anne Nichols,1975,324,11,0,2.64,
Q3211241,Night of January 16th: A Comedy-Drama in Three Acts (McKay's Play Series),Ayn Rand,1980,104,2054,1,3.6,
Q3211433,The Willing Flesh,Willi Heinrich,1974,285,980,0,4.19,"<i>Cross of Iron</i> is the thrilling story of a German platoon cut off far behind Russian lines in the second half of World War II. A resourceful and cynical commander somehow manages to coax his men through the bitter hand-to-hand fighting in forests, trenches and city streets until eventually they regain the German lines. But safety is only temporary. After the tension of waiting for the last overwhelming Russian advance the platoon is forced into futile counter-attacks and murderous house-to-house fighting until its final decimation becomes inevitable.<p>A modern classic of war fiction both as a book and a film, this is a strikingly realistic story of action on the Eastern Front, where the grimness of combat seems to have neither pity nor end.</p><p>Author Willi Heinrich (1920-2005) served in the heavily mauled 101st Jager Division, and was himself wounded five times during the war.</p><p><i>Cross of Iron</i> was also made into a film of the same name by Sam Peckinpah in 1977.</p>"
Q3211925,Proof,David Auburn,2001,85,15967,352,4.02,
Q3211930,"One For The Money (Stephanie Plum, #1)",Janet Evanovich,1995,290,475102,226,4.04,"You've lost your job as a department store lingerie buyer, your car's been repossessed, and most of your furniture and small appliances have been sold off to pay last month's rent. Now the rent is due again. And you live in New Jersey. What do you do?<br /><br />If you're Stephanie Plum, you become a bounty hunter. But not just a nickel-and-dime bounty hunter; you go after the big money. That means a cop gone bad. And not just any cop. She goes after Joe Morelli, a disgraced former vice cop who is also the man who took Stephanie's virginity at age 16 and then wrote details on a bathroom wall. With pride and rent money on the line, Plum plunges headlong into her first case, one that pits her against ruthless adversaries - people who'd rather kill than lose.<br /><br />In Stephanie Plum, Evanovich has created a resourceful and humorous character who stands apart from the pack of gritty female detectives."
Q3212044,A Flea In Her Ear,Georges Feydeau,2000,160,213,11,3.755,"Raymonde suspects her husband, Victor Emmanuel, of infidelity and she turns to her best friend, Lucienne, to help her gain proof. They concoct a play-based on a perfumed letter-to trap him at the Hotel Coq d'Or in Montretout.5 women, 9 men"
Q3212134,La ragazza di Bube,Carlo Cassola,1994,261,2969,44,3.65,
Q3212510,La Colmena,Camilo José Cela,1985,327,5659,4,3.7649999999999997,"La estructura externa está compuesta de seis capítulos y un epílogo. Cada capítulo consta de un número variable de secuencias de corta extensión, que desarrollan episodios que están mezclados con otros que ocurren simultáneamente. De esta manera el argumento se rompe en multitud de pequeñas anécdotas. Lo importante es la suma de las mismas, que conforma un conjunto de vidas cruzadas, como las celdas de una colmena.<br /><br />El marco espacio-temporal es muy preciso: Madrid en unos días del año 1943, en plena posguerra. La historia se basa en un espacio novelesco reducido pero con bastantes personajes que intervienen poco en el transcurso de la obra y dan una visión social coral. De entre los trescientos personajes que aparecen, escasean tanto los de las clases más acomodadas como los de la clase obrera y sectores marginados, predominando la clase media baja, la pequeña burguesía venida a menos, cuyas ilusiones y proyectos de futuro son engañosos y cuyas miradas «jamás descubren horizontes nuevos», en una vida relatada como una «mañana eternamente repetida». La novela aparece como primera parte de una serie que había de llevar el título de «Caminos inciertos».<br /><br />La voluntad de reflejar con exactitud la realidad no supone la absoluta neutralidad del autor, que interviene de dos formas contradictorias. En la mayoría de los casos utiliza la técnica objetivista, es decir, se limita a mostrar, a describir desde fuera, sin penetrar en el interior de los personajes. Otras veces, sin embargo, adopta una actitud omnisciente y comenta con ironía las actitudes de los personajes."
Q3212712,La San Felice,Alexandre Dumas,1996,1720,106,1,4.09,"La San Felice relate l'un des épisodes les plus étonnants des guerres de la Révolution française portant le «flambeau de la liberté» à travers l'Europe. En 1798, le général Championnet s'empare du royaume de Naples. Brève conquête qui se solde l'année suivante par la restauration du roi Ferdinand et de la reine Marie-Caroline au terme d'épisodes dont l'exactitude hsitorique n'enlève rien au rocambolesque. Dumas, qui connaissait fort bien l'Italie et sa langue, entretenait avec Naples des relations passionnelles. En effet, son propre père, le général Dumas, avait été mêlé de très près aux événements : arrêté dans la baie de Naples sur le chemin du retour de la campagne d'Égypte, il y subit une détention si terrible qu'il ne survécut que peu de temps. Dumas, qui perdit à l'âge de quatre ans ce père adoré, est animé ici du souffle qui fait les grands chefs-d'œuvre."
Q3212848,La Sirène rouge,Maurice G. Dantec,1993,479,233,0,3.65,"Elle a douze ans, une mère meurtrière et une armée de mercenaires sur les talons.<br />Il a trente ans, l'habitude de tuer et pas grand-chose à perdre.<br />Ensemble, ils vont traverser l'Europe, d'Amsterdam à Porto. Le genre de voyage où les cadavres servent de bornes kilométriques."
Q3212902,Satanism and Witchcraft: A Study in Medieval Superstition,Jules Michelet,1992,354,320,9,3.675,
Q3212917,La soupe aux choux,René Fallet,1983,281,83,1,3.99,"Deux vieux paysans, deux amis, le Cicisse Chérasse et le Glaude Ratinier, achèvent modestement leur existence aux confins d'un village bourbonnais en voie de disparition. Une nuit, une soucoupe volante se pose dans le champ de Glaude. Un extra-terrestre en sort, que le Glaude appellera ""la Denrée"". La Denrée vit dans un austère astéroïde où les notions de superflu sont inconnues. L'absorption d'une assiettée de soupe aux choux va plonger le voyageur interstellaire dans un tout autre monde, celui du plaisir de vivre, celui aussi de l'amitié. Et ce sera la révolution sur sa planète. Quant au Cicisse et au Glaude, ils vont connaître une fin de vie plutôt inattendue !"
Q32136,"The Colour of Magic (Discworld, #1)",Terry Pratchett,1983,229,310873,1708,3.99,"<i>Alternate Cover Edition can be found <a href=""https://www.goodreads.com/book/show/27254094-the-colour-of-magic"" rel=""nofollow"">here</a>. </i><br /><br />On a world supported on the back of a giant turtle (sex unknown), a gleeful, explosive, wickedly eccentric expedition sets out. There's an avaricious but inept wizard, a naive tourist whose luggage moves on hundreds of dear little legs, dragons who only exist if you believe in them, and of course THE EDGE on the planet..."
Q3214567,"Labyrinth (Languedoc Trilogy, #1)",Kate Mosse,2005,544,46624,2515,3.58,"In this extraordinary thriller, rich in the atmospheres of medieval and contemporary France, the lives of two women born centuries apart are linked by a common destiny. <br /><br />"
Q3220551,The Scapegoat,Daphne du Maurier,1977,348,6162,216,3.97,"""Someone jolted my elbow as I drank and said, 'Je vous demande pardon, ' and as I moved to give him space he turned and stared at me and I at him, and I realized, with a strange sense of shock and fear and nausea all combined, that his face and voice were known to me too well.<br /><br />I was looking at myself.""<br /><br />Two men--one English, the other French--meet by chance in a provincial railway station and are astounded that they are so much alike that they could easily pass for each other. Over the course of a long evening, they talk and drink. It is not until he awakes the next day that John, the Englishman, realizes that he may have spoken too much. His French companion is gone, having stolen his identity. For his part, John has no choice but to take the Frenchman's place--as master of a chateau, director of a failing business, head of a large and embittered family, and keeper of too many secrets.<br /><br />Loaded with suspense and crackling wit, <i>The Scapegoat</i> tells the double story of the attempts by John, the imposter, to escape detection by the family, servants, and several mistresses of his alter ego, and of his constant and frustrating efforts to unravel the mystery of the enigmatic past that dominates the existence of all who live in the chateau.<br /><br />Hailed by the <i>New York Times</i> as a masterpiece of ""artfully compulsive storytelling,"" <i>The Scapegoat</i> brings us Daphne du Maurier at the very top of her form."
Q3221362,I Capture the Castle,Dodie Smith,1999,343,82029,313,4.0,"<i>I Capture the Castle</i> tells the story of seventeen-year-old Cassandra Mortmain and her family, who live in not-so-genteel poverty in a ramshackle old English castle. Here she strives, over six turbulent months, to hone her writing skills. She fills three notebooks with sharply funny yet poignant entries. Her journals candidly chronicle the great changes that take place within the castle's walls and her own first descent into love. By the time she pens her final entry, she has ""captured the castle""-- and the heart of the reader-- in one of literature's most enchanting entertainments."
Q322156,The Boy in the Striped Pyjamas,John Boyne,2007,215,495454,874,4.15,"Berlin 1942<br /><br />When Bruno returns home from school one day, he discovers that his belongings are being packed in crates. His father has received a promotion and the family must move from their home to a new house far far away, where there is no one to play with and nothing to do. A tall fence running alongside stretches as far as the eye can see and cuts him off from the strange people he can see in the distance.<br /><br />But Bruno longs to be an explorer and decides that there must be more to this desolate new place than meets the eye. While exploring his new environment, he meets another boy whose life and circumstances are very different to his own, and their meeting results in a friendship that has devastating consequences."
Q3221562,"Kiss the Girls (Alex Cross, #2)",James Patterson,1995,458,307523,2966,3.96,"In Los Angeles, a reporter investigating a series of murders is killed. In Chapel Hill, North Carolina, a beautiful medical intern suddenly disappears. In Washington D.C. Alex Cross is back to solve the most baffling and terrifying murder case ever. Two clever pattern killers are collaborating, cooperating, competing - and they are working coast to coast."
Q3221843,Tropic Moon,Georges Simenon,2005,134,566,56,3.67,
Q3221851,The Ax,Donald E. Westlake,1997,312,1793,142,3.91,"The multi-award-winning, widely-acclaimed mystery master Donald E. Westlake delivers a masterpiece with this brilliant, laser-sharp tale of the deadly consequences of corporate downsizing.<br /><br />Burke Devore is a middle-aged manager at a paper company when the cost-cutting ax falls, and he is laid off. Eighteen months later and still unemployed, he puts a new spin on his job search -- with agonizing care, Devore finds the seven men in the surrounding area who could take the job that rightfully should be his, and systematically kills them. Transforming himself from mild-mannered middle manager to ruthless murderer, he discovers skills ne never knew ne had -- and that come to him far too easily."
Q3222697,"The Falcon's Malteser (Diamond Brothers, #1)",Anthony Horowitz,2004,106,4230,183,3.96,"When vertically challenged Johnny Naples entrusts Tim Diamond with a package worth over three million pounds, he's making a big mistake."
Q3224059,The Tenant,Roland Topor,2006,224,2699,131,4.15,
Q3224952,Contempt,Alberto Moravia,1999,251,3509,157,3.915,"Frustrated by his work as a screenwriter, Molteni becomes convinced his wife, Emilia, no longer loves him and inadvertently does his best to make this fear come true."
Q3225117,The Holcroft Covenant,Robert Ludlum,1978,521,10356,5,3.9,"The Second World War is over. Three top Nazis have embezzled $780 million from Nazi funds - and then committed suicide. Their Covenant, to be inherited by their three eldest children, is to redistribute this vast wealth amongst the survivors of the Holocaust. Reparation must be made. Conventional Noel Holcroft is one of the inheritors and his mission is to find the other two 'children' and prove himself worthy of his task. But the Sonnenkinder, the Children of the Sun, are determined to gain control of the millions and establish a Nazi Fourth Reich. As Holcroft tries to carry out his destiny, he finds himself enmeshed in a bewildering, horrifying nightmare ..."
Q3225240,Le parfum de la dame en noir,Gaston Leroux,2000,286,990,18,3.54,"On retrouve dans Le Parfum de la dame en noir tous les personnages du fameux Mystère de la chambre jaune.<br />Grâce à Rouletabille, le mariage de Robert Darzac et de Mathilde Stangerson a enfin eu lieu et la mort de leur ennemi est officiellement constatée. À peine partie en voyage de noces, cependant, la belle Mathilde appelle Rouletabille à son secours. Leur impitoyable ennemi est réapparu! La situation devient alors angoissante : disparition, crime. Le mystère s'épaissit. Le jeune reporter Rouletabille aura besoin de tout son flair et de son intelligence hors pair pour venir à bout de cette véritable « histoire du diable »."
Q3226565,Le Roi des Aulnes,Michel Tournier,1996,576,1664,14,4.06,
Q3227619,Le Temps retrouvé (À la recherche du temps perdu #7),Marcel Proust,1990,598,4907,151,4.49,"<i>An alternate cover edition for this ISBN can be found <a href=""https://www.goodreads.com/book/show/37790906-le-temps-retrouv"" rel=""nofollow"">here</a>.</i><br /><br />Les parties blanches de barbes jusque-là entièrement noires rendaient mélancoliques le paysage humain de cette matinée, comme les premières feuilles jaunes des arbres alors qu'on croyait encore pouvoir compter sur un long été, et qu'avant d'avoir commencé d'en profiter on voit que c'est déjà l'automne. Alors moi qui depuis mon enfance vivais au jour le jour, ayant reçu d'ailleurs de moi-même et des autres une impression définitive, je m'aperçus pour la première fois, d'après les métamorphoses qui s'étaient produites dans tous ces gens, du temps qui avait passé pour eux, ce qui me bouleversa par la révélation qu'il avait passé aussi pour moi. Et indifférente en elle-même, leur vieillesse me désolait en m'avertissant des approches de la mienne."
Q3227753,Le Train,Georges Simenon,2008,160,1383,2,3.8,"Quand je me suis eveille, les rideaux de toile ecrue laissaient filtrer dans la chambre une lumiere jaunatre que je connaissais bien. Nos fenetres, au premier etage, n'ont pas de volets. Il n'y en a a aucune maison de la rue. J'entendais, sur la table de nuit, le tic-tac du reveille-matin et, a cote de moi, la respiration scandee de ma femme, presque aussi sonore que celle des patients, au cinema, pendant une operation. Elle etait alors enceinte de sept mois et demi."
Q3228304,Le voyageur de la Toussaint,Georges Simenon,2000,360,118,1,3.92,"Quand un héritage est en jeu, les bonnes âmes montrent soudain leur noirceur. Un jeune homme et sa tante, d'abord opposés, s'allient contre ceux qui les prennent pour de naïves victimes. L'histoire se passe à La Rochelle, et c'est un puissant tableau de la vie de province, des haines familiales, des jalousies, des infamies que l'on voit trop souvent se perpétrer pour des questions d'argent dans la bourgeoisie aisée. C'est un roman de l'énergie où, pour une fois, les bons triomphent des méchants et les faibles des forts."
Q3228346,The Osterman Weekend,Robert Ludlum,1982,336,8258,121,3.67,"In a quiet suburban town a strange assortment of men and women gather for a momentous weekend. Meanwhile in Zurich, Moscow and Washington, the time machine is already ticking. <p>But countermeasures are in motion. In Washington, John Tanner bets his life in a gamble to destroy the menacing conspiracy that hangs over us all. </p><p>""Shattering...it will cost you the night and the cold hours of the morning!"" (Cincinnati Enquirer)</p>"
Q3230387,"Farewell, My Queen",Chantal Thomas,2002,242,795,58,3.36,"A woman whose function it once was to read books aloud to Marie Antoinette is haunted by the memory of her last days at the French court of Versailles, when Louis XVI’s magnificent palace succumbed to the irrepressible forces of revolution. Now exiled in Vienna, Madame Agathe-Sidonie Laborde looks back twenty-one years to the legendary opulence of Versailles and, overcome with nostalgia and remorse, discovers the full measure of her fascination with the Queen she served.<br /><br />Madame Laborde takes us within the château, meticulously reconstructing the 14th, 15th, and 16th of July 1789—terrifying days when the servants disappear and many of the courtiers flee. Versailles’ miniature universe, sparkling with every outward appearance of happiness and beauty, is brilliantly juxtaposed with the chaos that erupts. We witness the unraveling of the château’s dawn-to-dusk ritual and the rising panic of the Court as Versailles edges closer and closer to collapse. Madame Laborde herself flees the night of the sixteenth, escaping with the Queen’s favorite, Gabrielle de Polignac, and her once-powerful family.<br /><br />Transporting us to eighteenth-century France with the skill of a consummate storyteller, Thomas evokes the splendor of Versailles on the eve of its downfall. Her portrait of Marie-Antoinette and of Versailles—brought vividly to life by a wealth of detail—is an incomparable account of a lost world."
Q3231319,Les Cavaliers,Joseph Kessel,1976,384,472,0,4.5,"Le Bouzkachi des grandes steppes du Nord est-il « aussi savant que les joutes au bâton ? Plus brutal que les assauts de béliers ? Sauvage autant que les combats entre chiens et loups ? ». Ainsi s’interrogent les hommes de Ghazni, du pays de Kandahar, quand ils apprennent que, sur ordre du Roi des Terres Afghanes, le terrible jeu des Mongols de Gengis Khan va avoir lieu pour la première fois à Kaboul, au prochain mois de Mizan..."
Q323146,About a Boy,Nick Hornby,1998,307,123917,113,3.8,"<i>'How cool was Will Freeman?'</i><br /><br />Too cool! At thirty-six, he's as hip as a teenager. He's single, child-free, goes to the right clubs and knows which trainers to wear. He's also found a great way to score with women: attend single parents' groups full of available (and grateful) mothers, all hoping to meet a Nice Guy.<br /><br />Which is how Will meets Marcus, the oldest twelve-year-old on the planet. Marcus is a bit strange: he listens to Joni Mitchell and Mozart, looks after his mum and has never owned a pair of trainers. But Marcus latches on to Will - and won't let go. Can Will teach Marcus how to grow up cool? And can Marcus help Will just to grow up?"
Q3231500,Les Choses de la Vie,Paul Guimard,1973,140,163,0,3.9299999999999997,
Q3232078,The Devils of Loudun,Aldous Huxley,1971,376,2238,111,3.9,"The Devils of Loudun is a historical narrative of supposed demonic possession, religious fanaticism, sexual repression &amp; mass hysteria which occurred in 17th century France surrounding unexplained events that took place in the small town of Loudun; particularly on Roman Catholic priest Urbain Grandier &amp; a convent of Ursuline nuns, who allegedly became possessed by demons after Grandier made a pact with Satan. The events led to several public exorcisms as well as executions by burning. The book, tho less known than Huxley's other novels is widely considered one of his best.<br /> Urbain Grandier was burned at the stake at Loudun on 8/18/1634. He was accused of seducing an entire convent of Ursuline nuns &amp; of serving the devil. Grandier was probably too promiscuous &amp; too insolent to peers. He'd antagonised the Mother Superior, Sister Jeanne of the Angels, when he rejected her offer to become spiritual advisor to the convent. He faced an ecclesiastical tribunal &amp; was acquitted. It was only after he had publicly spoken against Cardinal Richelieu that a new trial was ordered by the Cardinal. He was tortured, found guilty &amp; executed by being burnt alive but never admitted guilt. Huxley touches on aspects of the multiple personality controversy in cases of apparent demonic possession."
Q3232830,The Corsican Brothers,Alexandre Dumas,2008,124,846,1,3.72,"An exciting tale of love, jealousy, intrigue, and a merciless vendetta, this is Dumas at his finest. A man is traveling in old Corsica, ""the land of the Vendetta."" He lodges with the widowed Madame Savilia de Franchi, who has twin sons: peace-loving Louis, studying law in Paris, and the savage but noble Lucien, who lives with her and is going to be ""a good Corsican."" Their guest learns that these two brothers, apparently so different, were in fact born conjoined; now, whenever Lucien feels pain, Louis experiences it too—no matter the distance between them. On his return to Paris, the narrator meets Louis, and is drawn into an affair that ends in tragedy and revenge."
Q3233504,The Reivers,William Faulkner,1962,340,6474,320,3.79,"Dust cover: <i>The Reivers</i> is, with no reservations whatsoever, one of the funniest books in our literature. It is a comic classic that will be universally read and reread, not only today, but as far into the future as any fiction of our time can continue to delight, interest, and inform the world of tomorrow. To seasoned readers of William Faulkner, <i>The Reivers</i> will come as no surprise, for they are already aware that his great gift for comedy is one of the most brilliant facets of his genius. But to those readers who have only sampled his work, <i>The Reivers</i> will be an especial delight.<br /><br />To reveal too much of the plot would be a discourtesy to the reader, for this is a book which moves on the wheels of breathless suspense. It may be said, however, that one day in 1905 eleven-year-old Lucius Priest—certain to become one of the most cherished striplings in literature—""borrowed"" his grandfather's automobile, with the tacit connivance of two older friends: the part-Indian Boon Hogganbeck and Ned William McCaslin, a Negro. In that nostalgic day, their ensuing expedition in the car from Jefferson, Mississippi, to Memphis called for the fearless hardihood of pioneers. The account of the heroic trio's journey is as exciting as it is hilarious—but it is just a pale prelude to the adventures that await them in Memphis. These being when Ned—a long-shot gambler and manipulator of Homeric stature—trades Grandfather's car for a dubious race horse. How the three reivers* grapple with the ensuing crisis is the mainspring of the story. Beginning with a night of whispered conspiracy in Miss Reba's brothel (made famous by the authors <i>Sanctuary</i>), it ends only after a conflict with the law, and some of the most hair-raising and bizarre horse racing in the history of fact or fiction. <br /><br />The wild humor, the racy language, and the frenetic action will not, however, blind the perceptive reader to the fact that <i>The Reivers</i>, like all of William Faulkner's work, is also a book about moving and tender human relationships, with profound moral insights into human conduct.<br /><br />*reive (reave): take awya by stealth or force; plunder."
Q3234071,The Mysteries of Pittsburgh,Michael Chabon,2005,328,25344,1523,3.64,"The enthralling debut from bestselling novelist Michael Chabon is a penetrating narrative of complex friendships, father-son conflicts, and the awakening of a young man’s sexual identity. Chabon masterfully renders the funny, tender and captivating first-person narrative of Art Bechstein, whose confusion and heartache echo the tones of literary forebears like <em>The Catcher in the Rye</em>’s HoldenCaulfield and <em>The Great Gatsby</em>’s Nick Carraway<em>. The Mysteries of Pittsburgh </em>incontrovertibly established Chabon as a powerful force in contemporary fiction, even before his Pulitzer Prize-winning novel <em>The Amazing Adventures of Kavalier &amp; Clay </em>set the literary world spinning. An unforgettable story of coming of age in America, it is also an essential milestone in the movement of American fiction, from a novelist who has become one of the most important and enduring voices of this generation."
Q3234798,The Life and Loves of a She Devil,Fay Weldon,1984,256,4336,255,3.76,"Ruth Patchett never thought of herself as particularly devilish. Rather the opposite in fact -- simply a tall, not terribly attractive woman living a quiet life as a wife and mother in a respectable suburb. But when she discovers that her husband is having a passionate affair with the lovely romantic novelist Mary Fisher, she is so seized by envy that she becomes truly diabolic. Within weeks she has burnt down the family home, collected the insurance, made love to the local drunk and embarked on a course of destruction and revenge. A blackly comic satire of the war of the sexes, LIFE AND LOVES OF A SHE DEVIL is the fantasy of the wronged woman made real."
Q3235072,White Oleander,Janet Fitch,1999,435,320921,213,3.97,"Everywhere hailed as a novel of rare beauty and power, <i>White Oleander</i> tells the unforgettable story of Ingrid, a brilliant poet imprisoned for murder, and her daughter, Astrid, whose odyssey through a series of Los Angeles foster homes--each its own universe, with its own laws, its own dangers, its own hard lessons to be learned--becomes a redeeming and surprising journey of self-discovery."
Q3235421,Road To Perdition,Max Allan Collins,2002,299,2348,155,3.8449999999999998,"Rock Island, Illinois -- 1929. Michael O'Sullivan is a good father and a family man -- and also the chief enforcer for John Looney, the town's Irish Godfather of crime. As Looney's Angel of Death, O'Sullivan has done the bidding of Chicago gangsters Al Capone and Frank Nitti as well -- but when a gangland execution spells tragedy for the O'Sullivan family, a grieving father and his adolescent son find themselves on a winding road fo treachery, revenge, and revelation.Writer Max Allan Collins is a two-time winner of the Private Eye Writers of America's Shamus Award for his Nathan Keller historical thrillers True Detective and Stolen Away. Award-winning artist Richard Piers Raynner spent four years working on the artwork for Road to Perdition, a labor of love that has resulted in some of the most stunningly realistic drawings of 1930s Chicago ever seen on printed page."
Q3236040,The Green Years,A.J. Cronin,1945,347,939,1,4.06,"The Green Years is a 1944 novel by A. J. Cronin which traces the formative years of an Irish orphan, Robert Shannon, who is sent to live with his draconian maternal grandparents in Scotland. An introspective child, Robert forms an attachment to his roguish great-grandfather, who draws the youngster out of his shell with his raucous ways."
Q3236067,Las edades de Lulú,Almudena Grandes,1989,264,3621,164,3.255,"<i>Las edades de Lulú</i>, que obtuvo el IX Premio <i>La Sonrisa Vertical</i>, es una larga historia de amor que, como cualquier historia de amor que no se resigna a dejar de serlo, va haciéndose más compleja y envolvente.<br /><br />Sumida todavía en los temores de una infancia carente de afecto, Lulú, una niña de quince años, sucumbe a la atracción que ejerce sobre ella un joven, amigo de la familia, a quien hasta entonces ella había deseado vagamente. Después de esta primera experiencia, Lulú, niña eterna, alimenta durante años, en solitario, el fantasma de aquel hombre que acaba por aceptar el desafío de prolongar indefinidamente, en su peculiar relación sexual, el juego amoroso de la niñez. Crea para ella un mundo aparte, un universo privado donde el tiempo pierde valor. Pero el sortilegio arriesgado de vivir fuera de la realidad se rompe bruscamente un día, cuando Lulú, ya con treinta años, se precipita, indefensa pero febrilmente, en el infierno de los deseos peligrosos.<br /><br /><b>Almudena Grandes</b> nació en Madrid en 1960. Se dio a conocer en 1989 con <i>Las edades de Lulú</i>, XI Premio <i>La Sonrisa Vertical</i>. Desde entonces el aplauso de los lectores y la crítica no ha dejado de acompañarla. Sus novelas <i>Te llamaré Viernes, Malena es un nombre de tango, Atlas de geografía humana, Los aires difíciles</i> y <i>Castillos de cartón</i>, junto con los volúmenes de cuentos <i>Modelos de mujer</i> y <i>Estaciones de paso</i> y el recopilatorio de artículos <i>Mercado de Barceló</i>, la han convertido en una de las narradoras más sólidas y de mayor proyección internacional de la reciente literatura española."
Q3236488,Les âmes fortes,Jean Giono,1972,384,219,10,3.24,
Q3237010,Lettre à mon juge,Georges Simenon,1997,192,800,4,3.84,"La cause est entendue : crime passionnel. Charles Alavoine, respectable médecin de La Roche-sur-Yon, assassin de Martine Englebert, sa maîtresse, est en prison. Mais au-delà du verdict, il reste la vérité humaine... Dans cette longue lettre au juge, peu après sa condamnation, Alavoine retrace les étapes du chemin qui l'a conduit au meurtre : l'autorité possessive d'une mère qui a décidé de ses études et de son mariage, puis d'une seconde femme, qui à son tour, supplantant la mère, va régenter sa vie. L'apparition de Martine, venue occuper un emploi de secrétaire après avoir mené à Paris une existence des plus libres, a d'abord été comme un grand souffle de liberté et de passion... Mais certaines rencontres ne sont-elles pas trop fortes pour un caractère timide et soumis ? La crainte, la jalousie, le confinement de la vie provinciale et du rôle social, l'explosion des pulsions trop longtemps contenues... Ces thèmes obsédants de l'univers romanesque propre à Georges Simenon trouvent ici une expression lucide, dépouillée, quasi désespérée."
Q3243512,K-PAX,Gene Brewer,1995,231,2664,98,4.09,"Imagine a time and space traveler from another planet. One that looks human and exemplifies the ideal world he comes from, a world free from human nature's greed and cruelty. That creature would be ""prot"", as he calls himself, the newest patient at the Manhattan Psychiatric Institute.<br /><br />Prot seems to know more than he should about faster-than-the-speed-of-light-travel. And besides drawing constellations as viewed from K-PAX, the name of his home planet, ""prot"" can describe its orbit around double suns in unpublished detail. Who is ""prot"" and where did he really come from? Why does he have the ability to cure severe mental cases? And to disappear at will? And to charm everyone he comes into contact with?<br /><br />Bizarre delusion or reality? Listen in as a psychiatrist who specializes in delusional behavior documents his sessions with the man from K-PAX.<br /><br />(P)2004 Brilliance Audio, Inc."
Q3258147,Bee Season,Myla Goldberg,2000,288,24183,1455,3.5700000000000003,"'An eccentric family falls apart at the seams in an absorbing debut that find congruencies between the school spelling-bee circuit, Jewish mysticism, Eastern religious cults and compulsive behaviour. Eleven-year-old Eliza Naumann feels like the dullest resident of her household - her elder brother is an overachiever; her mother is a lawyer and her father is a self-taught scholar. She surprises herself and the rest of her family when she discovers a rare aptitude for spelling, winning her school and district competitions with a surreal surge of mystical insight Goldberg's insights into religious devotion, gulit, love, obsessive personalities and family dynamics ring true. Her quiet wit, animated by an empathetic understanding of human foibles, animates every page, and her unerring knack for telling details captures a child's perceptions with touching acuity. While coming of age tales all bear a certain similarity, Goldberg strikes new ground here, and displays a fresh, distinctive and totally winning voice.' Publishers Weekly (US)"
Q3266450,Vanina Vanini,Stendhal,1997,55,388,2,3.22,"A rich and beautiful Italian princess falls in love with an Italian peasant fighting to free Italy. The Catholic church appears to be oppressing the country. Using wealth and cunning, she tries to ""free"" her lover from his cause. Things do not go well. It is very hard to figure which side to root for without knowing the history of the time."
Q3268056,"Goodbye, Mr. Chips",James Hilton,1982,115,8964,47,3.97,"Full of enthusiasm, young English schoolmaster Mr. Chipping came to teach at Brookfield in 1870. It was a time when dignity and a generosity of spirit still existed, and the dedicated new schoolmaster expressed these beliefs to his rowdy students. Nicknamed Mr. Chips, this gentle and caring man helped shape the lives of generation after generation of boys. He became a legend at Brookfield, as enduring as the institution itself. And sad but grateful faces told the story when the time came for the students at Brookfield to bid their final goodbye to Mr. Chips.There is not another book, with the possible exception of Dickens's ""A Christmas Carol,"" that has quite the same hold on readers' affections. James Hilton wrote ""Goodbye, Mr. Chips"" in loving memory of his schoolmaster father and in tribute to his profession. Over the years it has won an enduring place in world literature and made untold millions of people smile--with a catch in the throat."
